movieId,title,year,Romance,Musical,Action,(no genres listed),Thriller,Film-Noir,Mystery,Sci-Fi,Horror,War,Western,IMAX,Children,Animation,Adventure,Crime,Fantasy,Documentary,Drama,Comedy,year_normalized,movie_encoded
3790,Groove,2000.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0.8448275862068932,2833
3791,Footloose,1984.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0.7068965517241352,2834
3792,Duel in the Sun,1946.0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0.37931034482758363,2835
3793,X-Men,2000.0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0.8448275862068932,2836
3794,Chuck & Buck,2000.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0.8448275862068932,2837
3795,"Five Senses, The",1999.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0.8362068965517224,2838
3797,"In Crowd, The",2000.0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.8448275862068932,2839
3798,What Lies Beneath,2000.0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0.8448275862068932,2840
3799,Pokémon the Movie 2000,2000.0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0.8448275862068932,2841
3801,Anatomy of a Murder,1959.0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0.4913793103448256,2842
3802,Freejack,1992.0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0.775862068965516,2843
3806,Mackenna's Gold,1969.0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0.5775862068965516,2844
3807,Sinbad and the Eye of the Tiger,1977.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0.6465517241379288,2845
3808,"Two Women (Ciociara, La)",1960.0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0.5,2846
3809,What About Bob?,1991.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0.7672413793103416,2847
3810,White Sands,1992.0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0.775862068965516,2848
3811,Breaker Morant,1980.0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0.6724137931034484,2849
3812,Everything You Always Wanted to Know About Sex * But Were Afraid to Ask,1972.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0.6034482758620676,2850
3813,Interiors,1978.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0.6551724137931032,2851
3814,Love and Death,1975.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0.6293103448275836,2852
3816,"Official Story, The (La historia oficial)",1985.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0.7155172413793096,2853
3819,Tampopo,1985.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0.7155172413793096,2854
3821,Nutty Professor II: The Klumps,2000.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0.8448275862068932,2855
3822,"Girl on the Bridge, The (Fille sur le pont, La)",1999.0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0.8362068965517224,2856
3823,Wonderland,1999.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0.8362068965517224,2857
3824,Autumn in New York,2000.0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0.8448275862068932,2858
3825,Coyote Ugly,2000.0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0.8448275862068932,2859
3826,Hollow Man,2000.0,0,0,0,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0.8448275862068932,2860
3827,Space Cowboys,2000.0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0.8448275862068932,2861
3830,Psycho Beach Party,2000.0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0.8448275862068932,2862
3831,Saving Grace,2000.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0.8448275862068932,2863
3832,"Black Sabbath (Tre volti della paura, I)",1963.0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0.525862068965516,2864
3833,"Brain That Wouldn't Die, The",1962.0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0.5172413793103416,2865
3834,Bronco Billy,1980.0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0.6724137931034484,2866
3835,"Crush, The",1993.0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.7844827586206868,2867
3836,Kelly's Heroes,1970.0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0.5862068965517224,2868
3837,Phantasm II,1988.0,0,0,1,0,1,0,0,1,1,0,0,0,0,0,0,0,1,0,0,0,0.7413793103448256,2869
3838,Phantasm III: Lord of the Dead,1994.0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0.7931034482758612,2870
3839,Phantasm IV: Oblivion,1998.0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0.8275862068965516,2871
3840,Pumpkinhead,1988.0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0.7413793103448256,2872
3841,Air America,1990.0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0.7586206896551708,2873
3843,Sleepaway Camp,1983.0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0.6982758620689644,2874
3844,Steel Magnolias,1989.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0.75,2875
3845,And God Created Woman (Et Dieu... créa la femme),1956.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0.4655172413793096,2876
3846,Easy Money,1983.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0.6982758620689644,2877
3847,"Ilsa, She Wolf of the SS",1974.0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0.6206896551724128,2878
3849,The Spiral Staircase,1945.0,0,0,0,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0.3706896551724128,2879
3851,I'm the One That I Want,2000.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0.8448275862068932,2880
3852,"Tao of Steve, The",2000.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0.8448275862068932,2881
3855,"Affair of Love, An (Liaison pornographique, Une)",1999.0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0.8362068965517224,2882
3857,Bless the Child,2000.0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.8448275862068932,2883
3858,Cecil B. DeMented,2000.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0.8448275862068932,2884
3859,"Eyes of Tammy Faye, The",2000.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0.8448275862068932,2885
3861,"Replacements, The",2000.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0.8448275862068932,2886
3862,About Adam,2000.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0.8448275862068932,2887
3863,"Cell, The",2000.0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0.8448275862068932,2888
3864,Godzilla 2000 (Gojira ni-sen mireniamu),1999.0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0.8362068965517224,2889
3865,"Original Kings of Comedy, The",2000.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0.8448275862068932,2890
3868,"Naked Gun: From the Files of Police Squad!, The",1988.0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0.7413793103448256,2891
3869,"Naked Gun 2 1/2: The Smell of Fear, The",1991.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0.7672413793103416,2892
3870,Our Town,1940.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0.3275862068965516,2893
3871,Shane,1953.0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0.43965517241379004,2894
3872,"Suddenly, Last Summer",1959.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0.4913793103448256,2895
3873,Cat Ballou,1965.0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0.5431034482758612,2896
3877,Supergirl,1984.0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0.7068965517241352,2897
3879,"Art of War, The",2000.0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.8448275862068932,2898
3882,Bring It On,2000.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0.8448275862068932,2899
3884,"Crew, The",2000.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0.8448275862068932,2900
3888,Skipped Parts,2000.0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0.8448275862068932,2901
3889,Highlander: Endgame (Highlander IV),2000.0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0.8448275862068932,2902
3893,Nurse Betty,2000.0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1,1,0.8448275862068932,2903
3894,Solas,1999.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0.8362068965517224,2904
3895,"Watcher, The",2000.0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0.8448275862068932,2905
3896,"Way of the Gun, The",2000.0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0.8448275862068932,2906
3897,Almost Famous,2000.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0.8448275862068932,2907
3898,Bait,2000.0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0.8448275862068932,2908
3899,Circus,2000.0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0.8448275862068932,2909
3900,Crime and Punishment in Suburbia,2000.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0.8448275862068932,2910
3901,Duets,2000.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0.8448275862068932,2911
3906,Under Suspicion,2000.0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0.8448275862068932,2912
3908,Urban Legends: Final Cut,2000.0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0.8448275862068932,2913
3909,Woman on Top,2000.0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0.8448275862068932,2914
3910,Dancer in the Dark,2000.0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0.8448275862068932,2915
3911,Best in Show,2000.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0.8448275862068932,2916
3912,Beautiful,2000.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0.8448275862068932,2917
3914,"Broken Hearts Club, The",2000.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0.8448275862068932,2918
3915,Girlfight,2000.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0.8448275862068932,2919
3916,Remember the Titans,2000.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0.8448275862068932,2920
3917,Hellraiser,1987.0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0.7327586206896548,2921
3918,Hellbound: Hellraiser II,1988.0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0.7413793103448256,2922
3919,Hellraiser III: Hell on Earth,1992.0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0.775862068965516,2923
3920,"Faraway, So Close (In weiter Ferne, so nah!)",1993.0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,1,0,0.7844827586206868,2924
3922,Bikini Beach,1964.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0.5344827586206868,2925
3925,Stranger Than Paradise,1984.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0.7068965517241352,2926
3926,Voyage to the Bottom of the Sea,1961.0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0.5086206896551708,2927
3927,Fantastic Voyage,1966.0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0.551724137931032,2928
3928,Abbott and Costello Meet Frankenstein,1948.0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0.39655172413792883,2929
3929,"Bank Dick, The",1940.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0.3275862068965516,2930
3930,"Creature from the Black Lagoon, The",1954.0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,1,0,0,0,0,0,0.4482758620689644,2931
3932,"Invisible Man, The",1933.0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0.26724137931034164,2932
3933,"Killer Shrews, The",1959.0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0.4913793103448256,2933
3937,Runaway,1984.0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0.7068965517241352,2934
3938,"Slumber Party Massacre, The",1982.0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0.68965517241379,2935
3939,Slumber Party Massacre II,1987.0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0.7327586206896548,2936
3940,Slumber Party Massacre III,1990.0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0.7586206896551708,2937
3941,Sorority House Massacre,1986.0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0.7241379310344804,2938
3942,Sorority House Massacre II,1990.0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0.7586206896551708,2939
3943,Bamboozled,2000.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0.8448275862068932,2940
3945,Digimon: The Movie,2000.0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0.8448275862068932,2941
3946,Get Carter,2000.0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0.8448275862068932,2942
3947,Get Carter,1971.0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0.5948275862068932,2943
3948,Meet the Parents,2000.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0.8448275862068932,2944
3949,Requiem for a Dream,2000.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0.8448275862068932,2945
3950,Tigerland,2000.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0.8448275862068932,2946
3951,Two Family House,2000.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0.8448275862068932,2947
3952,"Contender, The",2000.0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0.8448275862068932,2948
3953,Dr. T and the Women,2000.0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0.8448275862068932,2949
3955,"Ladies Man, The",2000.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0.8448275862068932,2950
3957,Billy Jack,1971.0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0.5948275862068932,2951
3958,Billy Jack Goes to Washington,1977.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0.6465517241379288,2952
3959,"Time Machine, The",1960.0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0.5,2953
3962,Ghoulies II,1987.0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0.7327586206896548,2954
3963,"Unsinkable Molly Brown, The",1964.0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.5344827586206868,2955
3964,"Adventures of Ichabod and Mr. Toad, The",1949.0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0.4051724137931032,2956
3965,"Strange Love of Martha Ivers, The",1946.0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0.37931034482758363,2957
3966,Detour,1945.0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0.3706896551724128,2958
3967,Billy Elliot,2000.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0.8448275862068932,2959
3968,Bedazzled,2000.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0.8448275862068932,2960
3969,Pay It Forward,2000.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0.8448275862068932,2961
3971,"Private Eyes, The",1981.0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0.6810344827586192,2962
3972,"Legend of Drunken Master, The (Jui kuen II)",1994.0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0.7931034482758612,2963
3973,Book of Shadows: Blair Witch 2,2000.0,0,0,0,0,1,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0.8448275862068932,2964
3974,"Little Vampire, The",2000.0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0.8448275862068932,2965
3977,Charlie's Angels,2000.0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0.8448275862068932,2966
3978,"Legend of Bagger Vance, The",2000.0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0.8448275862068932,2967
3979,Little Nicky,2000.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0.8448275862068932,2968
3980,Men of Honor,2000.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0.8448275862068932,2969
3981,Red Planet,2000.0,0,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0.8448275862068932,2970
3983,You Can Count on Me,2000.0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0.8448275862068932,2971
3984,Diamonds Are Forever,1971.0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0.5948275862068932,2972
3985,"Eagle Has Landed, The",1976.0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0.637931034482758,2973
3986,"6th Day, The",2000.0,0,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0.8448275862068932,2974
3987,Bounce,2000.0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0.8448275862068932,2975
3988,How the Grinch Stole Christmas (a.k.a. The Grinch),2000.0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0.8448275862068932,2976
3989,One Day in September,1999.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0.8362068965517224,2977
3990,Rugrats in Paris: The Movie,2000.0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,1,0.8448275862068932,2978
3991,102 Dalmatians,2000.0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0.8448275862068932,2979
3992,Malèna,2000.0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0.8448275862068932,2980
3993,Quills,2000.0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0.8448275862068932,2981
3994,Unbreakable,2000.0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0.8448275862068932,2982
3996,"Crouching Tiger, Hidden Dragon (Wo hu cang long)",2000.0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0.8448275862068932,2983
3997,Dungeons & Dragons,2000.0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,1,0.8448275862068932,2984
3998,Proof of Life,2000.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0.8448275862068932,2985
3999,Vertical Limit,2000.0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0.8448275862068932,2986
4000,"Bounty, The",1984.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0.7068965517241352,2987
4002,"Planes, Trains & Automobiles",1987.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0.7327586206896548,2988
4003,She's Having a Baby,1988.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0.7413793103448256,2989
4005,"Living Daylights, The",1987.0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0.7327586206896548,2990
4006,Transformers: The Movie,1986.0,0,0,0,0,0,0,0,1,0,0,0,0,1,1,1,0,0,0,0,0,0.7241379310344804,2991
4007,Wall Street,1987.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0.7327586206896548,2992
4008,Born on the Fourth of July,1989.0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0.75,2993
4009,Talk Radio,1988.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0.7413793103448256,2994
4010,Brewster's Millions,1985.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0.7155172413793096,2995
4011,Snatch,2000.0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0.8448275862068932,2996
4012,Punchline,1988.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0.7413793103448256,2997
4014,Chocolat,2000.0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0.8448275862068932,2998
4015,"Dude, Where's My Car?",2000.0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0.8448275862068932,2999
4016,"Emperor's New Groove, The",2000.0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,1,0,0,1,0.8448275862068932,3000
4017,Pollock,2000.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0.8448275862068932,3001
4018,What Women Want,2000.0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0.8448275862068932,3002
4019,Finding Forrester,2000.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0.8448275862068932,3003
4020,"Gift, The",2000.0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.8448275862068932,3004
4021,Before Night Falls,2000.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0.8448275862068932,3005
4022,Cast Away,2000.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0.8448275862068932,3006
4023,"Family Man, The",2000.0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0.8448275862068932,3007
4024,"House of Mirth, The",2000.0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.8448275862068932,3008
4025,Miss Congeniality,2000.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0.8448275862068932,3009
4027,"O Brother, Where Art Thou?",2000.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,1,0.8448275862068932,3010
4029,State and Main,2000.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0.8448275862068932,3011
4030,Dracula 2000,2000.0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0.8448275862068932,3012
4031,All the Pretty Horses,2000.0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0.8448275862068932,3013
4032,"Everlasting Piece, An",2000.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0.8448275862068932,3014
4033,Thirteen Days,2000.0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0.8448275862068932,3015
4034,Traffic,2000.0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0.8448275862068932,3016
4035,"Claim, The",2000.0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0.8448275862068932,3017
4036,Shadow of the Vampire,2000.0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0.8448275862068932,3018
4037,House of Games,1987.0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0.7327586206896548,3019
4039,Annie,1982.0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0.68965517241379,3020
4040,Don't Tell Mom the Babysitter's Dead,1991.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0.7672413793103416,3021
4041,"Officer and a Gentleman, An",1982.0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0.68965517241379,3022
4042,"Alamo, The",1960.0,0,0,1,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,1,0,0.5,3023
4043,At Close Range,1986.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0.7241379310344804,3024
4046,Friendly Persuasion,1956.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0.4655172413793096,3025
4047,Gettysburg,1993.0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0.7844827586206868,3026
4051,Horrors of Spider Island (Ein Toter Hing im Netz),1960.0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0.5,3027
4052,Antitrust,2001.0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0.8534482758620676,3028
4053,Double Take,2001.0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0.8534482758620676,3029
4054,Save the Last Dance,2001.0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0.8534482758620676,3030
